id,title,rating,year,actors_tsne_1,actors_tsne_2,type,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,nan
tt0024034,42nd Street,0.21875,0.1651376146789012,0.38182554,0.6518951,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0024069,Gold Diggers of 1933,0.34375,0.1651376146789012,0.08684674,0.9242952,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0024184,The Invisible Man,0.3125,0.1651376146789012,0.67208564,0.0886561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0024188,Island of Lost Souls,0.25,0.1559633027522942,0.67158484,0.08833739,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0024216,King Kong,0.40625,0.1651376146789012,0.08662683,0.45176798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0024264,Little Women,0.1875,0.1651376146789012,0.7072632,0.21921045,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0024368,Mystery of the Wax Museum,0.0625,0.1651376146789012,0.03036943,0.6208412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt0024473,The Private Life of Henry VIII,0.125,0.1651376146789012,0.14277431,0.6851706,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0024481,Queen Christina,0.28125,0.1651376146789012,0.19245902,0.736537,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0024601,Sons of the Desert,0.28125,0.1651376146789012,0.26162013,0.5324993,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0024803,Zero for Conduct,0.1875,0.1651376146789012,0.39848322,0.8103652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0024844,L'Atalante,0.34375,0.17431192660550465,0.5289792,0.1671395,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0024852,March of the Wooden Soldiers,0.15625,0.17431192660550465,0.109380454,0.6102304,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0024894,The Black Cat,0.09375000000000044,0.17431192660550465,0.6767188,0.09135163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0025164,The Gay Divorcee,0.25,0.17431192660550465,0.36172277,0.40345287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0025301,Imitation of Life,0.28125,0.17431192660550465,0.49844995,0.82942903,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0025316,It Happened One Night,0.46875,0.17431192660550465,0.7863772,0.31108257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0025318,It's a Gift,0.15625,0.17431192660550465,0.49616557,0.7958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0025452,The Man Who Knew Too Much,0.03125,0.17431192660550465,0.2704244,0.237883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt0025586,Of Human Bondage,0.125,0.17431192660550465,0.27328438,0.6733652,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0025746,The Scarlet Empress,0.28125,0.17431192660550465,0.09486899,0.6841952,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0025862,Tarzan and His Mate,0.1875,0.17431192660550465,0.45020097,0.78305495,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0025878,The Thin Man,0.40625,0.17431192660550465,0.69646555,0.18741241,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0025913,Triumph of the Will,0.15625,0.18348623853211166,0.1427955,0.76614976,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0025919,Twentieth Century,0.21875,0.17431192660550465,0.24447486,0.23820344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0026029,The 39 Steps,0.3125,0.18348623853211166,0.6398144,0.447262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt0026071,Anna Karenina,0.125,0.18348623853211166,0.21090361,0.64070874,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0026138,Bride of Frankenstein,0.375,0.18348623853211166,0.67826915,0.092576414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0026174,Captain Blood,0.34375,0.18348623853211166,0.7582329,0.21535575,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0026529,The Informer,0.25,0.18348623853211166,0.36693692,0.8302684,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0026663,Mad Love,0.1875,0.18348623853211166,0.58698416,0.06641844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tt0026752,Mutiny on the Bounty,0.3125,0.18348623853211166,0.7613056,0.20369545,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
